pid,z_seed1,z_seed2,z_seed3,z_seed4,z_seed5,z_seed42,z_seed100,times_flagged,mean_z,crop,lat,lng
1971,6.913312670502794,1.877581512380136,3.236014387026742,1.8764730770893097,5.892668128701694,2.2574090846590997,7.288349101655689,4,4.191686851716495,Spring Barley,52.517157915390506,-6.384991510809975
2404,4.045410912582296,4.488045053839458,3.7014968566696003,4.421248613079453,5.16440311734597,4.0489598867551875,3.2833924799564,7,4.164708131461195,Spring Barley,52.60422655558736,-6.667760072635792
1651,5.008064618499153,3.460239064918158,2.591632565448142,3.542240356109288,3.1343308534190117,7.424732961254607,3.8909232449871523,7,4.15030909494793,Spring Barley,52.55337451982363,-6.590829366621859
3793,3.562060132463128,5.2086187513935345,3.371825485252928,5.571114251572545,3.6473688094407515,3.8749045962877404,3.740334745162801,7,4.139460967367634,Winter Wheat,52.80290249061273,-6.86025761964776
318,6.470503409682507,5.7280794999471825,3.021058095660151,5.37230855935523,2.7790170656016424,2.8775965043311387,2.66906069085298,7,4.13108911791869,Spring Barley,52.372485214427314,-6.7942661956254256
851,3.7548322968238,3.965255220533064,3.8015049573768978,3.731786429740641,4.176371008081127,3.7457551984231254,5.496991263807418,7,4.096070910683724,Spring Barley,52.45324839355372,-6.777802703877789
1082,4.950875426143826,2.781544264489725,6.182813022339514,6.664409920385772,3.000670741016719,2.568256763131979,2.4946238232410507,6,4.091884851535512,Spring Barley,52.44362912882548,-6.563545449589539
3020,2.2817905048786056,2.8328057241680846,1.9183582915778388,2.7828636146891808,2.2420653269728765,5.280170531685255,11.012010579579096,4,4.0500092247929915,Winter Wheat,52.74715981809069,-6.876428056361006
2213,5.813448701183052,4.888339811382008,3.196342366251891,7.428649518113866,3.395412211160648,1.6967601338967337,1.8761345390896986,5,4.04215532586827,Spring Barley,52.66207487342211,-6.956218948554093
3466,7.89873620946303,2.6692132855122837,3.828007359309417,3.3296221205159156,4.093389562166203,4.039035428381415,2.3790285548868204,6,4.033861788605011,Spring Barley,52.72211432669765,-6.457877648547894
2129,3.3068933332437105,4.6342990711425545,3.2878588830133597,4.980222414041101,3.81158720688399,4.0778217386909414,4.100916679821004,7,4.028514189548095,Spring Barley,52.606488736887066,-7.056267393486453
1768,5.699645690316584,4.108581845829066,4.266056925521324,3.457461743196881,5.932833196223992,1.5060393949254498,3.1711165243160724,6,4.020247902904196,Spring Barley,52.59083281454524,-6.565725130133873
4782,7.461105779634518,2.8078893328833554,2.9914565256983305,3.3344986418523574,3.8740962724526122,2.762310272525986,4.8681243940723755,7,4.014211602731362,OSR,52.92857934820668,-6.699130575788853
2466,3.2847284799358842,3.630945691601497,7.927723469009808,2.947395198727481,3.422089467362099,3.6867817682133155,3.0521222098359586,7,3.99311232638372,Spring Barley,52.673735127365,-6.517763482381965
320,2.6749686089805356,5.835486950768579,2.7280474666460015,3.5559014581373396,3.2392611930008326,6.28654036206568,3.624471093644432,7,3.9920967333204858,Spring Barley,52.37424150413533,-6.794529390304322
4404,2.050432249619742,3.5772837119089655,2.203951517209331,3.614645622923825,2.0970179895650705,6.896921993908826,7.4289962626492025,4,3.981321335397852,Winter Wheat,52.959281521641294,-7.024283443741578
3338,3.9846410905340504,2.816499766637978,4.1453732225623545,2.613384437067528,8.886792419909261,2.0817460283140696,3.3304380018503323,6,3.9798392809822247,Spring Oats,52.7726979105607,-6.632783255383056
196,3.535958373209452,4.053783694414109,3.3279919200519648,3.2714453975298197,3.04378057600638,6.812687420000157,3.796146712274912,7,3.977399156212399,Spring Barley,52.30659632251479,-6.90083214176738
1122,6.810176041345805,1.7616472687543647,4.267092726148906,1.6475538783439054,3.9287296479043823,5.253820453657636,4.159170210396086,5,3.975455746650155,Spring Barley,52.4929476169285,-6.44273376552636
3141,3.5206794421177765,3.7458968737628178,4.170507833043197,3.637819831024086,4.823126214284624,3.9546818548483866,3.967852877140228,7,3.9743664180315874,Spring Barley,52.75865903724025,-6.786923886980831
1676,5.657583243130891,3.965975591923071,2.767789635251805,3.1911975240681585,3.4271257070165797,2.693789126924431,6.01571187737233,7,3.959881815098181,Spring Barley,52.5579980038279,-6.573130344425516
355,4.933121933085612,2.8912577311707857,2.7634908903474864,2.9196286987940043,4.838151010049298,4.096422541986607,5.20043891612676,7,3.9489302459372224,Spring Barley,52.34771693818492,-6.794064980937867
